id,section,x,y,date
16016965,2702,413028.84414040117,128052.52710650509,2016-01-29
16016965,2702,413028.84414040117,128052.52710650509,2016-01-29
16017071,3701,404444.414025472,128062.06192137796,2016-01-29
16017423,3701,407114.4709939854,119869.9087823167,2016-01-29
16017640,3701,412242.17640153476,127226.44603340229,2016-01-30
16017692,2702,419936.96216257673,126584.57536586389,2016-01-30
16017692,2702,419936.96216257673,126584.57536586389,2016-01-30
16017714,2702,410785.8772655528,125172.2834200081,2016-01-30
16017714,2702,410785.8772655528,125172.2834200081,2016-01-30
15240723,2702,410785.8772655528,125172.2834200081,2016-01-31
16018479,3701,411475.3973124643,123402.39793700745,2016-01-31
16018815,2702,409277.2668009694,129420.31970817027,2016-01-31
15247606,2702,409583.4810197143,128255.93090743119,2016-02-01
15247893,3701,409704.3605910391,124751.01230800703,2016-02-01
16019323,3701,409314.2644431131,125626.49362873586,2016-02-01
16019434,3701,416186.39169540175,129095.78028688738,2016-02-01
14074722,3701,406010.20131358376,130033.94464517813,2016-02-02
14074722,3701,406010.20131358376,130033.94464517813,2016-02-02
16019601,3701,417255.3616150713,126891.35888368067,2016-02-02
16019601,3701,417255.3616150713,126891.35888368067,2016-02-02
16019695,2702,409700.71042108315,128281.30806725923,2016-02-02
16020127,2702,408358.56683245837,127769.15405438411,2016-02-02
16020127,2702,408358.56683245837,127769.15405438411,2016-02-02
15232965,2702,418997.022801799,126612.06965884074,2016-02-03
16020235,2702,417895.77795187803,127597.52085851523,2016-02-03
16020293,2702,418637.39673549915,126696.92860232515,2016-02-03
16020764,3701,418756.18425919564,126186.08065620481,2016-02-03
16020792,2702,410143.11344397056,126156.14914201376,2016-02-03
15182946,2702,415715.34147220326,127592.65899137044,2016-02-04
15222515,2702,409292.60764527577,123495.93690571625,2016-02-04
16005418,2702,409704.3605910391,124751.01230800703,2016-02-04
16009071,3701,408908.0066161881,126767.52240949363,2016-02-04
16011057,3701,414021.34597255156,129553.41691966186,2016-02-04
16013058,2702,416815.6181209135,127655.26407876305,2016-02-04
16021197,3701,410776.15416660486,119208.70753298474,2016-02-04
16021235,2702,407796.9340058995,128789.18461715254,2016-02-04
16021876,2702,408583.38797908236,127170.73854650704,2016-02-05
16021881,3701,417766.268442456,126543.53519818414,2016-02-05
16022083,3701,413234.3554651131,126533.7387809302,2016-02-05
16022109,2702,408784.9740562886,127130.24415874497,2016-02-05
16022220,2702,417665.4939559309,129391.31981481168,2016-02-06
16022227,2702,410515.12307908194,124018.4000130791,2016-02-06
16022227,2702,410515.12307908194,124018.4000130791,2016-02-06
16022227,2702,410515.12307908194,124018.4000130791,2016-02-06
16022234,2702,410515.12307908194,124018.4000130791,2016-02-06
16022234,2702,410515.12307908194,124018.4000130791,2016-02-06
16022332,2702,411253.01486226683,122828.09322514248,2016-02-06
16022332,2702,411253.01486226683,122828.09322514248,2016-02-06
16022560,2702,406837.1344493476,128729.84552668422,2016-02-06
16022560,2702,406837.1344493476,128729.84552668422,2016-02-06
15241306,2702,410270.7253150307,119970.21887559643,2016-02-07
15241306,2702,410270.7253150307,119970.21887559643,2016-02-07
16022825,3701,418703.16489785677,126909.99872777282,2016-02-07
16022852,2702,409478.72506312816,122434.22189315395,2016-02-07
16022852,2702,409478.72506312816,122434.22189315395,2016-02-07
16022913,2702,412096.6112098384,124740.65563390778,2016-02-07
16022913,2702,412096.6112098384,124740.65563390778,2016-02-07
16022998,3701,418637.39673549915,126696.92860232515,2016-02-07
16022998,3701,418637.39673549915,126696.92860232515,2016-02-07
16022998,3701,418637.39673549915,126696.92860232515,2016-02-07
16023427,2702,418133.81319635664,127505.28454171831,2016-02-08
16023427,2702,418133.81319635664,127505.28454171831,2016-02-08
16023618,2702,418670.54423060146,128806.3995606191,2016-02-08
16023618,2702,418670.54423060146,128806.3995606191,2016-02-08
16023962,3701,413916.6592505849,126758.1738704697,2016-02-08
15173420,2702,418212.2832965564,127097.55619115087,2016-02-09
16024052,3701,414588.72173354425,127912.39491304658,2016-02-09
16024464,3701,409461.62601996976,121982.48707139227,2016-02-09
16024516,3701,414105.0433140474,121100.29399238777,2016-02-09
16024544,3701,406140.57835848327,121728.59454120394,2016-02-09
15098903,3701,409267.51643671794,125775.34353817956,2016-02-10
15156005,2702,419481.26047762437,126157.80505122502,2016-02-10
15224781,2702,411156.6340857212,124953.62722490859,2016-02-10
15237007,2702,409704.3605910391,124751.01230800703,2016-02-10
16017502,2702,409185.9033662394,125541.3405858617,2016-02-10
16017502,2702,409185.9033662394,125541.3405858617,2016-02-10
16025155,2702,409410.39030320017,127013.50147954965,2016-02-10
16025223,3701,412997.2973255083,124579.65980582457,2016-02-10
16025223,3701,412997.2973255083,124579.65980582457,2016-02-10
16008644,3701,405219.7782472838,120894.91935031499,2016-02-11
16018389,2702,410515.12307908194,124018.4000130791,2016-02-11
16024544,3701,406140.57835848327,121728.59454120394,2016-02-11
16025627,3701,408993.11644459923,124300.81301744231,2016-02-11
15198859,3701,410191.0891600524,120308.85512060956,2016-02-12
16010454,3701,408149.44372501003,128099.98457393584,2016-02-12
16011075,3701,409862.90433867066,121270.3147848588,2016-02-12
16022083,3701,416970.7855480154,128497.93088236413,2016-02-12
16023172,2702,404926.8755311027,124548.72185878562,2016-02-12
16025904,2702,410515.12307908194,124018.4000130791,2016-02-12
16025904,2702,410515.12307908194,124018.4000130791,2016-02-12
16026198,3701,410588.7161652299,124896.68628878458,2016-02-12
16026466,3701,414831.8770105055,123453.61987477177,2016-02-12
15239343,3701,410633.0957514005,124135.38251114335,2016-02-13
16026512,2702,412986.2329437047,126432.207051402,2016-02-13
16026579,3701,412072.5622375696,125289.26582928318,2016-02-13
16026601,2702,409382.27064926474,129301.75220022109,2016-02-13
16026601,2702,409382.27064926474,129301.75220022109,2016-02-13
16026601,2702,409382.27064926474,129301.75220022109,2016-02-13
16026827,3701,407518.33881890774,127928.70141473402,2016-02-13
16027115,2702,410515.12307908194,124018.4000130791,2016-02-14
16027115,2702,410515.12307908194,124018.4000130791,2016-02-14
16027201,3701,415107.7741432175,127716.43866806151,2016-02-14
16027201,3701,415107.7741432175,127716.43866806151,2016-02-14
15148337,3701,405451.1316707155,125850.32180142259,2016-02-15
15148337,3701,405451.1316707155,125850.32180142259,2016-02-15
15228655,2702,409623.7032771632,123246.49240022164,2016-02-15
16000282,2702,413439.16645920137,125822.78884267937,2016-02-15
16025155,2702,409410.39030320017,127013.50147954965,2016-02-15
16027636,2702,409051.86618318397,127153.15197831245,2016-02-15
16027636,2702,409051.86618318397,127153.15197831245,2016-02-15
16027647,3701,411037.49049664463,126083.66730782232,2016-02-15
16028064,2702,413875.9152683222,127961.78819409112,2016-02-15
16009913,3701,414324.4567864447,129135.59936443005,2016-02-16
16009913,3701,414324.4567864447,129135.59936443005,2016-02-16
16011078,3701,414421.87336514855,129367.14780224256,2016-02-16
16012517,3701,414324.4567864447,129135.59936443005,2016-02-16
15232965,2702,418997.022801799,126612.06965884074,2016-02-17
16028939,2702,410587.39082744386,125486.59354164306,2016-02-17
16028939,2702,410587.39082744386,125486.59354164306,2016-02-17
16029301,3701,415124.6221133918,128637.10389768872,2016-02-17
16029308,2702,416649.7531483256,127704.35341692615,2016-02-17
16029308,2702,416649.7531483256,127704.35341692615,2016-02-17
16029450,3701,413801.66602210124,121664.3945240857,2016-02-17
16005167,2702,415006.0617197711,131391.00802492665,2016-02-18
16005167,2702,415006.0617197711,131391.00802492665,2016-02-18
16005167,2702,415006.0617197711,131391.00802492665,2016-02-18
16005167,2702,415006.0617197711,131391.00802492665,2016-02-18
16029545,2702,410514.7343764127,124018.7838643396,2016-02-18
16029545,2702,410514.7343764127,124018.7838643396,2016-02-18
16029897,2702,409227.2739898911,129630.75241050843,2016-02-18
16029897,2702,409227.2739898911,129630.75241050843,2016-02-18
16030040,2702,413866.7532313073,128078.24118233318,2016-02-18
16030040,2702,413866.7532313073,128078.24118233318,2016-02-18
16030074,2702,409145.75113518466,125580.15659095657,2016-02-18
13047817,2702,409164.665228527,124099.65059522467,2016-02-19
15176782,2702,417642.70219062385,127337.73929501958,2016-02-19
16012164,2702,409704.3605910391,124751.01230800703,2016-02-19
16030342,2702,408509.2912796703,127048.45317949502,2016-02-19
16030667,3701,406727.7319315861,121729.95716865521,2016-02-19
16030916,2702,407543.9567882705,127586.24301362566,2016-02-20
16030916,2702,407543.9567882705,127586.24301362566,2016-02-20
16030984,3701,410882.8037315579,123984.78090204272,2016-02-20
16031201,2702,409044.62737688934,127135.686425412,2016-02-20
16031201,2702,409044.62737688934,127135.686425412,2016-02-20
16031540,2702,419077.7105865647,126126.81345471932,2016-02-20
15181457,2702,417890.07861365494,124718.37443431867,2016-02-21
16031601,2702,410571.29787989426,124023.85629129037,2016-02-21
16031601,2702,410571.29787989426,124023.85629129037,2016-02-21
16031654,2702,409204.2664900195,123351.98019852892,2016-02-21
16031654,2702,409204.2664900195,123351.98019852892,2016-02-21
16032143,3701,406156.0477977876,130074.11729672195,2016-02-21
16019695,2702,409700.71042108315,128281.30806725923,2016-02-22
16019695,2702,409700.71042108315,128281.30806725923,2016-02-22
16024212,3701,415091.4145829872,127600.05069465963,2016-02-22
16027015,3701,408308.0371897174,123551.46191223308,2016-02-22
16032225,2702,417807.0334686462,125050.26599659497,2016-02-22
16032225,2702,417807.0334686462,125050.26599659497,2016-02-22
16032275,2702,411790.4415105984,123576.93051359871,2016-02-22
16032666,2702,413738.93768078124,127556.18948122383,2016-02-22
16032706,2702,418423.9976472412,127113.4361119666,2016-02-22
16032740,3701,402821.80362887395,126700.55328165641,2016-02-22
16032808,2702,412731.5063268031,125345.84418582876,2016-02-22
16032808,2702,412731.5063268031,125345.84418582876,2016-02-22
16032873,2702,413856.01158678473,121407.72175402661,2016-02-22
16032873,2702,413856.01158678473,121407.72175402661,2016-02-22
16032928,2702,408596.7076734618,127579.11045946572,2016-02-22
15231342,2702,408595.6411428917,127182.47353688655,2016-02-23
16010242,2702,407805.87211135676,121227.218963046,2016-02-23
16033135,2702,405798.65966425755,121332.43797995466,2016-02-23
16033135,2702,405798.65966425755,121332.43797995466,2016-02-23
16033213,2702,408403.0582697581,123114.92745827074,2016-02-23
16033570,2702,413903.1491938582,122042.01243835251,2016-02-23
15069901,2702,411363.19997257227,126235.7932029944,2016-02-24
16032666,2702,412698.07336801715,133541.9184365016,2016-02-24
16032666,2702,412698.07336801715,133541.9184365016,2016-02-24
16033900,3701,409355.448138751,125474.06617272324,2016-02-24
16019101,3701,410159.91703528224,120239.58718205399,2016-02-25
16029897,2702,409265.55659831373,129647.34748409304,2016-02-25
16034331,3701,415932.9838389829,130464.01768533746,2016-02-25
16034758,3701,415661.5437317074,124564.08469940622,2016-02-25
15222304,3701,415565.96257625474,127520.95767956805,2016-02-26
15227653,2702,409481.74190538743,125370.8349875359,2016-02-26
16034860,2702,409039.18655253353,126808.9405860055,2016-02-26
16034893,2702,410515.12307908194,124018.4000130791,2016-02-26
16034893,2702,410515.12307908194,124018.4000130791,2016-02-26
16035045,2702,411468.8137386767,126420.10602951434,2016-02-26
16035055,3701,415006.51240854233,123192.17686881388,2016-02-26
16035111,3701,404726.66132118256,126977.45973444065,2016-02-26
16035111,3701,404726.66132118256,126977.45973444065,2016-02-26
16035312,2702,408804.44466185686,125471.01854088968,2016-02-26
16035423,3701,409172.7613582743,125167.32103388607,2016-02-26
16035461,3701,418986.6141125958,126081.38122146286,2016-02-26
16035627,2702,410571.29787989426,124023.85629129037,2016-02-27
16035627,2702,410571.29787989426,124023.85629129037,2016-02-27
16035649,2702,410554.6094331836,124001.42304780899,2016-02-27
16035649,2702,410554.6094331836,124001.42304780899,2016-02-27
16035908,2702,406570.0847777337,121501.60805028022,2016-02-27
16035908,2702,406570.0847777337,121501.60805028022,2016-02-27
16035982,2702,411515.4175308407,126451.10425847299,2016-02-27
16036066,2702,405894.42689402914,125854.12572264696,2016-02-27
16036066,2702,405894.42689402914,125854.12572264696,2016-02-27
15208126,3701,404708.21564812376,126082.6386455577,2016-02-28
16013509,3701,404713.40417087544,126220.1411602553,2016-02-28
16031730,2702,419936.96216257673,126584.57536586389,2016-02-28
16035982,2702,411515.4175308407,126451.10425847299,2016-02-29
16036859,2702,409120.6116977327,126814.49089930936,2016-02-29
16037043,2702,404984.0067216569,126868.743930174,2016-02-29
16018815,2702,409277.2668009694,129420.31970817027,2016-03-01
16019101,3701,410159.91703528224,120239.58718205399,2016-03-01
16019101,3701,410159.91703528224,120239.58718205399,2016-03-01
16037555,2702,420419.781903037,126590.43963845703,2016-03-01
16037835,2702,410182.37481195456,127738.34821015103,2016-03-01
16037835,2702,410182.37481195456,127738.34821015103,2016-03-01
16038002,3701,409732.8649861671,120379.56312534647,2016-03-01
16038113,3701,410707.75652034057,124975.44322456977,2016-03-01
15159648,3701,409786.9694971541,128210.03296237845,2016-03-02
15224732,2702,408908.0577769093,126767.5322114586,2016-03-02
15231400,3701,409063.2964806154,124265.30396781822,2016-03-02
15231400,3701,409063.2964806154,124265.30396781822,2016-03-02
16035312,2702,408804.44466185686,125471.01854088968,2016-03-02
16038140,2702,410887.3800418007,126325.37240881893,2016-03-02
16038358,2702,407796.9340058995,128789.18461715254,2016-03-02
16038358,2702,407796.9340058995,128789.18461715254,2016-03-02
16038358,2702,407796.9340058995,128789.18461715254,2016-03-02
16038720,3701,415651.70045154967,124927.27593774705,2016-03-02
16038720,3701,415651.70045154967,124927.27593774705,2016-03-02
15019405,2702,409623.7032771632,123246.49240022164,2016-03-03
15173420,2702,418212.2832965564,127097.55619115087,2016-03-03
16029545,2702,410515.12307908194,124018.4000130791,2016-03-03
16039109,2702,409610.03276522725,123167.03112252998,2016-03-03
16039109,2702,409610.03276522725,123167.03112252998,2016-03-03
15192753,2702,409704.3605910391,124751.01230800703,2016-03-04
15192753,2702,409704.3605910391,124751.01230800703,2016-03-04
16026780,2702,418077.743992071,127307.99028608305,2016-03-04
16039339,2702,411887.8841225816,120824.24222513917,2016-03-04
16039537,2702,407948.5414904944,130900.05087766182,2016-03-04
16039537,2702,407948.5414904944,130900.05087766182,2016-03-04
16040163,3701,411037.19330976286,125064.81894872627,2016-03-05
16040360,3701,409440.2307156138,126868.44468282454,2016-03-05
16040455,3701,410323.2757982665,123181.17756559973,2016-03-05
16040468,2702,418224.04865836713,130424.69853763188,2016-03-05
16040468,2702,418224.04865836713,130424.69853763188,2016-03-05
15139359,2702,417486.8050845134,127169.00506261604,2016-03-08
15189040,2702,417486.8050845134,127169.00506261604,2016-03-08
15189040,2702,417486.8050845134,127169.00506261604,2016-03-08
15224732,2702,408908.0577769093,126767.5322114586,2016-03-08
16041782,2702,407561.2388499745,126629.87014822291,2016-03-08
16042217,2702,414797.5864369691,125900.71110189946,2016-03-08
16042263,2702,408509.2912796703,127048.45317949502,2016-03-08
16042283,3701,405539.49743979156,130482.2143592029,2016-03-08
13244596,2702,417885.37516678206,127547.5021675115,2016-03-14
16046131,2702,406646.68592370604,128680.94942798736,2016-03-14
16046192,2702,408908.0577769093,126767.5322114586,2016-03-14
16046296,3701,418042.69657386595,125873.91666061801,2016-03-14
16040455,3701,409704.3605910391,124751.01230800703,2016-03-15
16040455,3701,409704.3605910391,124751.01230800703,2016-03-15
16046450,3701,412396.200136408,124711.36410861324,2016-03-15
16046565,3701,418664.05866035033,126798.04366941603,2016-03-15
16046565,3701,418664.05866035033,126798.04366941603,2016-03-15
16047502,2702,413801.66602210124,121664.3945240857,2016-03-16
16047502,2702,413801.66602210124,121664.3945240857,2016-03-16
16047709,3701,410287.5895725853,125099.92347647037,2016-03-16
16047768,3701,414821.0408562726,128153.41586977897,2016-03-16
16047768,3701,414821.0408562726,128153.41586977897,2016-03-17
16047888,3701,409025.1202099303,126791.71957639566,2016-03-17
15204408,2702,419936.96216257673,126584.57536586389,2016-03-18
15216153,2702,406939.7600628648,121877.99976450152,2016-03-18
15216153,2702,406939.7600628648,121877.99976450152,2016-03-18
16032740,3701,409704.3605910391,124751.01230800703,2016-03-18
16048469,3701,414365.66862136906,127799.69510371031,2016-03-18
16048515,2702,409263.24566379475,125780.39091919432,2016-03-18
16048515,2702,409263.24566379475,125780.39091919432,2016-03-18
16048579,3701,417758.4671500698,126980.2756088961,2016-03-18
16049172,3701,409119.26569204364,125563.48538115653,2016-03-18
15214750,2702,410372.8724251962,126502.92053163034,2016-03-19
16029450,3701,413801.66602210124,121664.3945240857,2016-03-19
16049243,2702,404041.9355845743,127095.30058404915,2016-03-19
16049243,2702,404041.9355845743,127095.30058404915,2016-03-19
